TimeSeries ID,pod/network/received_bytes_count.k8s_pod.ALIGN_RATE.REDUCE_NONE.metric.type="kubernetes.io/pod/network/received_bytes_count" resource.type="k8s_pod" resource.labels.cluster_name="online-boutique" AND resource.labels.project_id="cnae-422614" AND resource.labels.location="us-central1" AND resource.labels.namespace_name="default" AND metadata.system_labels.service_name="frontend-external".cluster_name:online-boutique.location:us-central1.namespace_name:default.pod_name:frontend-6ccf88564c-svq69.project_id:cnae-422614
location,us-central1
pod_name,frontend-6ccf88564c-svq69
cluster_name,online-boutique
project_id,cnae-422614
namespace_name,default
Wed Jun 19 2024 13:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11532.935222001872
Wed Jun 19 2024 13:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11652.015119966667
Wed Jun 19 2024 13:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11980.515220856667
Wed Jun 19 2024 13:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11644.487295974097
Wed Jun 19 2024 14:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),11163.37858401378
Wed Jun 19 2024 14:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11283.820105085373
Wed Jun 19 2024 14:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11631.189925336044
Wed Jun 19 2024 14:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11619.190300535362
Wed Jun 19 2024 14:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11926.877174708845
Wed Jun 19 2024 14:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),12471.759312201342
Wed Jun 19 2024 14:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11545.630711742242
Wed Jun 19 2024 14:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),12000.707897973856
Wed Jun 19 2024 14:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11463.983799937567
Wed Jun 19 2024 14:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11971.686614808243
Wed Jun 19 2024 14:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11813.165056215128
Wed Jun 19 2024 14:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11616.211796398164
Wed Jun 19 2024 15:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),11703.747065254052
Wed Jun 19 2024 15:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11770.544425962767
Wed Jun 19 2024 15:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11474.237385683855
Wed Jun 19 2024 15:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),12181.261772639753
Wed Jun 19 2024 15:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11611.346843365034
Wed Jun 19 2024 15:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),11822.082475412688
Wed Jun 19 2024 15:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11785.748314029377
Wed Jun 19 2024 15:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11752.012239186764
Wed Jun 19 2024 15:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),12208.61067794005
Wed Jun 19 2024 15:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11964.489942585627
Wed Jun 19 2024 15:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11588.66801851829
Wed Jun 19 2024 15:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),12054.435939325493
Wed Jun 19 2024 16:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),11697.071816662154
Wed Jun 19 2024 16:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11624.40531058232
Wed Jun 19 2024 16:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11243.06091567119
Wed Jun 19 2024 16:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11333.883186121782
Wed Jun 19 2024 16:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11354.37384193341
Wed Jun 19 2024 16:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),12048.654953597388
Wed Jun 19 2024 16:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11958.367121414345
Wed Jun 19 2024 16:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),12265.602128106753
Wed Jun 19 2024 16:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),12669.317039902211
Wed Jun 19 2024 16:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11725.088129645985
Wed Jun 19 2024 16:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11813.949570791721
Wed Jun 19 2024 16:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11750.622041870754
Wed Jun 19 2024 17:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),11668.989665903251
Wed Jun 19 2024 17:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11166.93411089023
Wed Jun 19 2024 17:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11723.816205132804
Wed Jun 19 2024 17:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),12339.428107000193
Wed Jun 19 2024 17:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11737.311460042796
Wed Jun 19 2024 17:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),11482.544878557524
Wed Jun 19 2024 17:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),10891.963103143375
Wed Jun 19 2024 17:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11606.310540761948
Wed Jun 19 2024 17:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11363.345097554526
Wed Jun 19 2024 17:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11630.546778858503
Wed Jun 19 2024 17:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11816.273958395323
Wed Jun 19 2024 17:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11537.897722845079
Wed Jun 19 2024 18:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),11951.47207698981
Wed Jun 19 2024 18:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11795.494390947024
Wed Jun 19 2024 18:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),12172.891300360363
Wed Jun 19 2024 18:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11029.40755785227
Wed Jun 19 2024 18:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11849.209042268594
Wed Jun 19 2024 18:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),11914.50339334647
Wed Jun 19 2024 18:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),12229.51176577886
Wed Jun 19 2024 18:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11390.036485327086
Wed Jun 19 2024 18:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11600.991771411102
Wed Jun 19 2024 18:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),12097.708577601115
Wed Jun 19 2024 18:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11463.303041434288
Wed Jun 19 2024 18:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11201.89468270302
Wed Jun 19 2024 19:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),12337.982311385473
Wed Jun 19 2024 19:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),12095.88639249007
Wed Jun 19 2024 19:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),12217.514720306397
Wed Jun 19 2024 19:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11829.45883861065
Wed Jun 19 2024 19:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11679.856783827147
Wed Jun 19 2024 19:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),12164.346697150868
Wed Jun 19 2024 19:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11733.790090157192
Wed Jun 19 2024 19:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11879.008061804772
Wed Jun 19 2024 19:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),12126.126103040378
Wed Jun 19 2024 19:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11293.150920844078
Wed Jun 19 2024 19:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11806.158929924966
Wed Jun 19 2024 19:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),10993.060522042912
Wed Jun 19 2024 20:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),12036.776161797841
Wed Jun 19 2024 20:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11651.671963308652
Wed Jun 19 2024 20:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11581.6656398201
Wed Jun 19 2024 20:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11607.974223003388
Wed Jun 19 2024 20:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),12159.510956166587
Wed Jun 19 2024 20:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),12026.276763939859
Wed Jun 19 2024 20:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11884.126939916612
Wed Jun 19 2024 20:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11956.681127236685
Wed Jun 19 2024 20:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11786.402759467761
Wed Jun 19 2024 20:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),12176.884927770298
Wed Jun 19 2024 20:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11547.758362874985
Wed Jun 19 2024 20:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),12015.761606295904
Wed Jun 19 2024 21:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),11381.801445083618
Wed Jun 19 2024 21:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11650.958272477787
Wed Jun 19 2024 21:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11350.106633431118
Wed Jun 19 2024 21:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11414.890030498505
Wed Jun 19 2024 21:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11623.621877659163
Wed Jun 19 2024 21:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),12304.862111757597
Wed Jun 19 2024 21:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11001.170246216458
Wed Jun 19 2024 21:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11822.948951217335
Wed Jun 19 2024 21:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11924.028186264039
Wed Jun 19 2024 21:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11958.424541209539
Wed Jun 19 2024 21:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11951.745659985543
Wed Jun 19 2024 21:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11576.8324224027
Wed Jun 19 2024 22:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),12123.069906991324
Wed Jun 19 2024 22:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11356.053821558953
Wed Jun 19 2024 22:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11433.406660176914
Wed Jun 19 2024 22:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11999.383532174428
Wed Jun 19 2024 22:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),12313.040946482024
Wed Jun 19 2024 22:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),12089.334881122908
Wed Jun 19 2024 22:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11160.70013426145
Wed Jun 19 2024 22:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11301.825975645384
Wed Jun 19 2024 22:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11965.381452846528
Wed Jun 19 2024 22:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11834.826473863921
Wed Jun 19 2024 22:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),11978.64423535506
Wed Jun 19 2024 22:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11942.670931658746
Wed Jun 19 2024 23:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),12143.854488924346
Wed Jun 19 2024 23:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),11597.500676654181
Wed Jun 19 2024 23:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11471.702876448631
Wed Jun 19 2024 23:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),11701.76433087349
Wed Jun 19 2024 23:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11478.082187112173
Wed Jun 19 2024 23:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),11805.404290561677
Wed Jun 19 2024 23:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11469.663816714288
Wed Jun 19 2024 23:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),11897.959747074447
Wed Jun 19 2024 23:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11698.04005200863
Wed Jun 19 2024 23:45:00 GMT+0200 (Mitteleuropäische Sommerzeit),11592.22717388153
Wed Jun 19 2024 23:50:00 GMT+0200 (Mitteleuropäische Sommerzeit),12203.646481903395
Wed Jun 19 2024 23:55:00 GMT+0200 (Mitteleuropäische Sommerzeit),11851.83473857085
Thu Jun 20 2024 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),10727.29541858991
Thu Jun 20 2024 00:05:00 GMT+0200 (Mitteleuropäische Sommerzeit),12097.971236696245
Thu Jun 20 2024 00:10:00 GMT+0200 (Mitteleuropäische Sommerzeit),11306.295513346991
Thu Jun 20 2024 00:15:00 GMT+0200 (Mitteleuropäische Sommerzeit),12118.667742446265
Thu Jun 20 2024 00:20:00 GMT+0200 (Mitteleuropäische Sommerzeit),11700.53239057541
Thu Jun 20 2024 00:25:00 GMT+0200 (Mitteleuropäische Sommerzeit),11712.378221198718
Thu Jun 20 2024 00:30:00 GMT+0200 (Mitteleuropäische Sommerzeit),11780.920040019353
Thu Jun 20 2024 00:35:00 GMT+0200 (Mitteleuropäische Sommerzeit),12476.703610715867
Thu Jun 20 2024 00:40:00 GMT+0200 (Mitteleuropäische Sommerzeit),11945.038375724158
